"博主ID","好友ID"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=296183"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=2237"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=458"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=999957"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=303939"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=79300"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=687793"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=876720"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=2344"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=212210"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=330732"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=541954"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=51597"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=437346"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=290937"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=715370"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=297711"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=44316"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=176"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=290052"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=40992"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=61772"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=415"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=117889"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=297842"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=2321"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=688503"
